,Latitude in degrees,Longitude in degrees,Frequency(MHz),EIRP,HDI,popdens
355,-22.5933333333333,117.231388888889,100.5,246.0,0.951,
356,-22.5933333333333,117.231388888889,102.1,246.0,0.951,
357,-22.5933333333333,117.231388888889,103.7,246.0,0.951,
358,-22.5933333333333,117.231388888889,105.3,246.0,0.951,
359,-22.5933333333333,117.231388888889,106.9,246.0,0.951,
360,-31.9397222222222,141.443333333333,94.9,6560.0,0.951,
361,-31.9397222222222,141.443333333333,96.5,6560.0,0.951,
362,-31.9513888888889,141.440555555556,100.5,6560.0,0.951,
363,-31.9513888888889,141.440555555556,102.1,6560.0,0.951,
364,-31.9513888888889,141.440555555556,102.9,6560.0,0.951,
365,-31.9513888888889,141.440555555556,103.7,6560.0,0.951,
366,-31.9513888888889,141.440555555556,104.5,6560.0,0.951,
367,-31.9555555555556,141.450277777778,107.7,820.0,0.951,
368,-17.9688888888889,122.218333333333,91.7,164.0,0.951,
369,-17.9675,122.22,94.9,164.0,0.951,
370,-17.9641666666667,122.221388888889,99.7,3280.0,0.951,
371,-17.9641666666667,122.221388888889,101.3,3280.0,0.951,
372,-17.9641666666667,122.221388888889,102.9,3280.0,0.951,
373,-17.9636111111111,122.237222222222,104.5,410.0,0.951,
374,-17.8886111111111,122.263333333333,106.9,3280.0,0.951,
375,-17.8886111111111,122.263333333333,107.7,2624.0,0.951,
376,-32.6711111111111,151.098055555556,89.3,65.6,0.951,
377,-32.6711111111111,151.098055555556,90.1,65.6,0.951,
378,-32.6711111111111,151.098055555556,90.9,65.6,0.951,
379,-13.6652777777778,134.331388888889,104.5,82.0,0.951,
380,-13.6652777777778,134.331388888889,106.1,16.4,0.951,
381,-33.3969444444444,115.915277777778,93.3,164000.0,0.951,
382,-33.3969444444444,115.915277777778,94.1,164000.0,0.951,
383,-33.3397222222222,115.753611111111,95.7,3280.0,0.951,
384,-33.3969444444444,115.915277777778,95.7,90200.0,0.951,
385,-24.8430555555556,152.426944444444,93.1,4920.0,0.951,
386,-24.845,152.426111111111,93.9,4920.0,0.951,
387,-24.845,152.426111111111,94.7,4920.0,0.951,
388,-24.845,152.426111111111,95.5,4920.0,0.951,
389,-24.845,152.426111111111,97.1,32.8,0.951,
390,-35.7555555555556,144.7075,93.9,4920.0,0.951,
391,-17.7402777777778,139.546111111111,96.3,16.4,0.951,
392,-17.7402777777778,139.546111111111,97.9,16.4,0.951,
393,-17.7402777777778,139.546111111111,101.1,49.2,0.951,
394,-41.07,145.951666666667,90.5,1640.0,0.951,
395,-41.07,145.951666666667,97.7,1640.0,0.951,
396,-41.07,145.951666666667,102.5,1640.0,0.951,
397,-41.0513888888889,145.906944444444,95.3,164.0,0.951,
398,-41.0513888888889,145.906944444444,107.3,164.0,0.951,
399,-40.9622222222222,145.723055555556,100.9,32800.0,0.951,
400,-40.9622222222222,145.723055555556,101.7,32800.0,0.951,
401,-33.8486111111111,149.451666666667,88.1,3280.0,0.951,
402,-21.6122222222222,148.1825,95.5,82.0,0.951,
403,-21.6122222222222,148.1825,97.9,82.0,0.951,
404,-21.6122222222222,148.1825,105.9,82.0,0.951,
405,-21.6194444444444,148.1275,92.1,32.8,0.951,
406,-33.8813888888889,151.104444444444,88.1,164.0,0.951,
407,-21.2894444444444,147.865277777778,89.3,123.0,0.951,
408,-21.2894444444444,147.865277777778,90.9,123.0,0.951,
409,-28.6613888888889,153.560833333333,99.9,4920.0,0.951,
410,-27.0544444444444,152.786111111111,101.5,4920.0,0.951,
411,-33.4558333333333,148.986388888889,88.9,16.4,0.951,
412,-33.4558333333333,148.986388888889,89.7,16.4,0.951,
413,-33.4558333333333,148.986388888889,90.5,16.4,0.951,
414,-33.4558333333333,148.986388888889,92.9,16.4,0.951,
415,-17.2641666666667,145.853611111111,101.1,164000.0,0.951,
416,-17.2641666666667,145.853611111111,105.1,164000.0,0.951,
417,-17.2641666666667,145.853611111111,105.9,164000.0,0.951,
418,-17.2641666666667,145.853611111111,106.7,164000.0,0.951,
419,-17.2641666666667,145.853611111111,107.5,164000.0,0.951,
420,-16.9047222222222,145.843333333333,89.1,3280.0,0.951,
421,-16.9047222222222,145.843333333333,90.5,1640.0,0.951,
422,-16.9047222222222,145.843333333333,98.7,16400.0,0.951,
423,-16.9044444444444,145.842777777778,99.5,16400.0,0.951,
424,-16.9044444444444,145.842777777778,102.7,16400.0,0.951,
425,-16.9044444444444,145.842777777778,103.5,16400.0,0.951,
426,-16.9047222222222,145.843333333333,104.3,16400.0,0.951,
427,-16.7369444444444,145.661666666667,93.9,8200.0,0.951,
428,-16.7369444444444,145.661666666667,94.7,16400.0,0.951,
429,-16.7369444444444,145.661666666667,95.5,8200.0,0.951,
430,-16.7369444444444,145.661666666667,96.3,16400.0,0.951,
431,-16.7369444444444,145.661666666667,97.1,16400.0,0.951,
432,-17.9902777777778,124.191666666667,102.1,1640.0,0.951,
433,-37.8286111111111,145.112222222222,94.1,164.0,0.951,
434,-37.8197222222222,145.126666666667,94.1,164.0,0.951,
435,-34.1386111111111,150.665277777778,88.3,164.0,0.951,
436,-19.9205555555556,138.175833333333,106.1,262.4,0.951,
437,-19.9205555555556,138.175833333333,107.7,262.4,0.951,
438,-34.1472222222222,150.670833333333,91.3,1640.0,0.951,
439,-34.1386111111111,150.664722222222,100.3,328.0,0.951,
440,-35.2755555555556,149.097777777778,91.1,32800.0,0.951,
441,-35.2755555555556,149.097777777778,91.9,32800.0,0.951,
442,-35.2755555555556,149.097777777778,92.7,32800.0,0.951,
443,-35.2755555555556,149.097777777778,98.3,32800.0,0.951,
444,-35.2755555555556,149.097777777778,101.5,131200.0,0.951,
445,-35.2755555555556,149.097777777778,102.3,131200.0,0.951,
